,Unnamed: 0,excel,id,conversation_id,created_at,date,timezone,place,text,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,tweet,labels
4493,4493,4493,1.26e+18,1.26e+18,1588180000000.0,29-04-2020 22:52,530,,"#BiharFightsCorona 4th update of the day. Total #covid_19 +ve Cases in #Bihar 403.
#Covid19FreeBihar #IndiaFightsCorona #CoronaUpdateBihar #COVID #CoronaUpdatesInIndia
#StayAtHome #StaySafe pic.twitter.com/EKmKBoViwm","['#biharfightscorona', '#covid_19', '#bihar', '#covid19freebihar', '#indiafightscorona', '#coronaupdatebihar', '#covid', '#coronaupdatesinindia', '#stayathome', '#staysafe']",[],1914199334.0,1914199334.0,Pappu_jeh,Pappu Kumar,3,22,https://twitter.com/Pappu_jeh/status/1255548044898193416,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1914199334', 'username': 'Pappu_jeh'}]",,,,,biharfightscorona   th   updat   day   total   covid   case   bihar   covidfreebihar   indiafightscorona   coronaupdatebihar   covid   coronaupdatesinindia   stayathom   staysaf  ,-1
4525,4525,4525,1.26e+18,1.26e+18,1588180000000.0,29-04-2020 22:47,530,,"#IndiaFightsCorona 
Day 36 Lockdown

Your wait is over!
Here we present our Star Kid of the day-Miss Soumya Joshi who is just 7 months and is so excited to talk to you. 

Soumya is sharing how she is making the best utilisation of her lockdown period and is not worrying at all.  pic.twitter.com/e6BWs77VNG",['#indiafightscorona'],[],1089852613.0,1089852613.0,taxpointdelhi,TAXPOINT,3,22,https://twitter.com/taxpointdelhi/status/1255546674732134406,False,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1089852613', 'username': 'taxpointdelhi'}]",,,,,indiafightscorona   day   lockdown   wait   present   star   kid   day   miss   soumya   joshi   month   excit   talk   soumya   share   make   best   utilis   lockdown   period   worri  ,1
4556,4556,4556,1.26e+18,1.26e+18,1588180000000.0,29-04-2020 22:41,530,,"Canada based AMC Manulife acquires 49 per cent stake in Mahindra Mutual funds.

@Manulife @anandmahindra @MahindraMF 

#stocks #finance #mutualfunds #coronavirus #IndiaFightsCoronavirus #financialnews","['#stocks', '#finance', '#mutualfunds', '#coronavirus', '#indiafightscoronavirus', '#financialnews']",[],3921976036.0,3921976036.0,sharma_vasist,Vasist Sharma,3,22,https://twitter.com/sharma_vasist/status/1255545181266309120,False,0,0,1,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '3921976036', 'username': 'sharma_vasist'}, {'user_id': '745357855', 'username': 'Manulife'}, {'user_id': '34197952', 'username': 'anandmahindra'}]",,,,,canada   base   amc   manulif   acquir   per   cent   stake   mahindra   mutual   fund   stock   financ   mutualfund   coronaviru   indiafightscoronaviru   financialnew  ,-1
4619,4619,4619,1.26e+18,1.26e+18,1588180000000.0,29-04-2020 22:25,530,,I am proud to have contributed to India's fight against COVID-19 by donating to #PMCARES.  https://www.pmcares.gov.in/en/share_upi/52100000799845.BB5DC953085E8F9C89DF5F61677E2A95Â â¦ Join the movement & contribute at  http://pmcares.gov.inÂ ..!  #IndiaFightsCorona https://www.pmcares.gov.in/en/share_upi/52100000799845.BB5DC953085E8F9C89DF5F61677E2A95Â â¦,"['#pmcares', '#indiafightscorona']",[],1.25e+18,1.25e+18,VishalNirgude1,Vishal Nirgude,3,22,https://twitter.com/VishalNirgude1/status/1255541326680113153,False,2,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1246390597759291392', 'username': 'VishalNirgude1'}]",,,,,proud   contribut   india   fight   covid   donat   pmcare   join   movement   contribut   indiafightscorona  ,1
4705,4705,4705,1.26e+18,1.26e+18,1588180000000.0,29-04-2020 22:05,530,,"#IndiaFightsCorona
Efforts to tackle COVID-19
via NaMo App  pic.twitter.com/mLTFcPYFvR",['#indiafightscorona'],[],7.97e+17,7.97e+17,perarivalan13,PERARIVALAN KARTHICK ð®ð³ð®ð³ð®ð³,3,22,https://twitter.com/perarivalan13/status/1255536110811447297,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '796573247491940352', 'username': 'perarivalan13'}]",,,,,indiafightscorona   effort   tackl   covid   via   namo   app  ,1
4710,4710,4710,1.26e+18,1.26e+18,1588180000000.0,29-04-2020 22:04,530,,"#IndiaFightsCorona
Northeast free from COVID-19
via NaMo App  pic.twitter.com/uC6OwHO9qX",['#indiafightscorona'],[],7.97e+17,7.97e+17,perarivalan13,PERARIVALAN KARTHICK ð®ð³ð®ð³ð®ð³,3,22,https://twitter.com/perarivalan13/status/1255535913377153025,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '796573247491940352', 'username': 'perarivalan13'}]",,,,,indiafightscorona   northeast   free   covid   via   namo   app  ,1
4713,4713,4713,1.26e+18,1.26e+18,1588180000000.0,29-04-2020 22:04,530,,"#IndiaFightsCorona
Railway emergency cell for COVID-19
via NaMo App  pic.twitter.com/eOXBSiB6eu",['#indiafightscorona'],[],7.97e+17,7.97e+17,perarivalan13,PERARIVALAN KARTHICK ð®ð³ð®ð³ð®ð³,3,22,https://twitter.com/perarivalan13/status/1255535843126771713,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '796573247491940352', 'username': 'perarivalan13'}]",,,,,indiafightscorona   railway   emerg   cell   covid   via   namo   app  ,-1
4791,4791,4791,1.26e+18,1.26e+18,1588270000000.0,30-04-2020 23:50,530,,"#Manipur: Lok Sabha MP Dr #RKRanjan appreciates the initiative taken up by Chief Minister .@NBirenSingh and Education Minister Th Radheshyam to teach students through online system during #Lockdown.

#IndiaFightsCorona pic.twitter.com/YQ0eRq0b2j","['#manipur', '#rkranjan', '#lockdown', '#indiafightscorona']",[],9.55e+17,9.55e+17,vishalsingh_IND,Vishal Singh,4,23,https://twitter.com/vishalsingh_IND/status/1255925022075621382,False,1,0,1,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '954710848311738369', 'username': 'vishalsingh_IND'}, {'user_id': '841609973687762944', 'username': 'NBirenSingh'}]",,,,,manipur   lok   sabha   mp   dr   rkranjan   appreci   initi   taken   chief   minist   nbirensingh   educ   minist   th   radheshyam   teach   student   onlin   system   lockdown   indiafightscorona  ,1
4816,4816,4816,1.26e+18,1.26e+18,1588270000000.0,30-04-2020 23:43,530,,"PM .@narendramodi today held a comprehensive meeting to discuss strategies to attract more foreign investments into India as well as to promote local investments in order to give a boost to the economy against the backdrop of #Covid_19.
#IndiaFightsCorona pic.twitter.com/mWjDE3PZdd","['#covid_19', '#indiafightscorona']",[],9.55e+17,9.55e+17,vishalsingh_IND,Vishal Singh,4,23,https://twitter.com/vishalsingh_IND/status/1255923335105478658,False,2,0,1,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '954710848311738369', 'username': 'vishalsingh_IND'}, {'user_id': '18839785', 'username': 'narendramodi'}]",,,,,pm   narendramodi   today   held   comprehens   meet   discu   strategi   attract   foreign   invest   india   well   promot   local   invest   order   give   boost   economi   backdrop   covid   indiafightscorona  ,-1
4834,4834,4834,1.26e+18,1.26e+18,1588270000000.0,30-04-2020 23:39,530,,"This Lady #doctor is Working in a ICU Dept. in a #hospital Where #Covid-19 Patients were treated.
She Came Home After 20 Days of Non-Stop Service.ð®ð³
Her Family & Society Members Welcomed Her.ð
#respect
#womenempowerment
#StayAtHome
#CoronaWarriors
#IndiaFightsCoronavirus pic.twitter.com/x9yDo4mVIu","['#doctor', '#hospital', '#covid', '#respect', '#womenempowerment', '#stayathome', '#coronawarriors', '#indiafightscoronavirus']",[],1.1e+18,1.1e+18,ttc_sports,The Training Central,4,23,https://twitter.com/ttc_sports/status/1255922213137465345,False,2,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1099721140937748482', 'username': 'ttc_sports'}]",,,,,ladi   doctor   work   icu   dept   hospit   covid   patient   treat   came   home   day   non   stop   servic   famili   societi   member   welcom   respect   womenempower   stayathom   coronawarrior   indiafightscoronaviru  ,1
4915,4915,4915,1.26e+18,1.26e+18,1588270000000.0,30-04-2020 23:24,530,,"Humanity is winning. The world will win soon. 

Doctor came back home after working for 20 days in the ICU. The society/family welcomed here with flowers. 

#COVID__19 #Covid19India #IndiaFightsCorona #IndiaFightsCOVID19 pic.twitter.com/QIKWuWrdgG","['#covid__19', '#covid19india', '#indiafightscorona', '#indiafightscovid19']",[],49718327.0,49718327.0,kapoorvidur,Vidur Kapoor.,4,23,https://twitter.com/kapoorvidur/status/1255918464537001986,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '49718327', 'username': 'kapoorvidur'}]",,,,,human   win   world   win   soon   doctor   came   back   home   work   day   icu   societi   famili   welcom   flower   covid   covidindia   indiafightscorona   indiafightscovid  ,1
5154,5154,5154,1.26e+18,1.26e+18,1588270000000.0,30-04-2020 22:38,530,,"#ModiSarkar
From giving additional insurance coverage to bringing an ordinance entailing stringent punishment for attacks against them, Modi government stands firmly with Corona warriors.

#IndiaFightsCorona

via MyNt pic.twitter.com/r0YVgl748h","['#modisarkar', '#indiafightscorona']",[],4428393981.0,4428393981.0,H30051990,Himanshukumar Agarwal,4,22,https://twitter.com/H30051990/status/1255906978397814793,False,0,1,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '4428393981', 'username': 'H30051990'}]",,,,,modisarkar   give   addit   insur   coverag   bring   ordin   entail   stringent   punish   attack   modi   govern   stand   firmli   corona   warrior   indiafightscorona   via   mynt  ,1
5190,5190,5190,1.26e+18,1.26e+18,1588360000000.0,01-05-2020 23:54,530,,"To ensure smooth transportation of those stranded in AP & Telangana due to #lockdown by 'Shramik Express', the state govts along with the @RailMinIndia have appointed Nodal Officers adhering to the guidelines issued by MHA. Here are the details-
#IndiaFightsCorona pic.twitter.com/g5nBOf3M8A","['#lockdown', '#indiafightscorona']",[],1.23e+18,1.23e+18,Kaushikvermabjp,kaushik verma bjp,5,23,https://twitter.com/Kaushikvermabjp/status/1256288318121103360,False,3,0,1,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1230589925369597952', 'username': 'Kaushikvermabjp'}, {'user_id': '2602959463', 'username': 'RailMinIndia'}]",,,,,ensur   smooth   transport   strand   ap   telangana   due   lockdown   shramik   express   state   govt   along   appoint   nodal   offic   adher   guidelin   issu   mha   detail   indiafightscorona  ,1
5202,5202,5202,1.26e+18,1.26e+18,1588360000000.0,01-05-2020 23:51,530,,"New Innitative by Bapunagar Police & youth Congress Bapunagar!
#COVID__19 #IndiaFightsCorona https://youtu.be/N9ivUeVPewMÂ ","['#covid__19', '#indiafightscorona']",[],107353110.0,107353110.0,jayman_sharma,Jayman Sharma,5,23,https://twitter.com/jayman_sharma/status/1256287630582398976,False,2,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '107353110', 'username': 'jayman_sharma'}]",,,,,new   innit   bapunagar   polic   youth   congress   bapunagar   covid   indiafightscorona  ,-1
5207,5207,5207,1.26e+18,1.26e+18,1588360000000.0,01-05-2020 23:50,530,,"LIVE WEBINAR TOMORROW @freelivesessions_classfinder at sharp 11:00 AM. 
We are going to share some tips on WEIGHT LOSS V/S FAT LOSS

@nehavikram24 
#livesession #webinar #weightloss #fatloss #tips #covid_19 #corona #indiafightscorona #digitalindia #ridoff #excessfat #HealthyFood pic.twitter.com/dclfZ9UiGB","['#livesession', '#webinar', '#weightloss', '#fatloss', '#tips', '#covid_19', '#corona', '#indiafightscorona', '#digitalindia', '#ridoff', '#excessfat', '#healthyfood']",[],1.09e+18,1.09e+18,VikramadityaAg2,Vikramaditya Agrawal,5,23,https://twitter.com/VikramadityaAg2/status/1256287432208715779,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1094033063603040256', 'username': 'VikramadityaAg2'}]",,,,,live   webinar   tomorrow   sharp   go   share   tip   weight   loss   v   fat   loss   livesess   webinar   weightloss   fatloss   tip   covid   corona   indiafightscorona   digitalindia   ridoff   excessfat   healthyfood  ,0
5211,5211,5211,1.26e+18,1.26e+18,1588360000000.0,01-05-2020 23:50,530,,"A key component,  even as #IndiaFightsCoronavirus has been availability of #Masks . Here is a infographic detailing how the production rose, to match the challenge
#LockdownOnlyOption
#Covid_19india
#coronaupdatesindia
#CoronaWarriors
#COVID2019india pic.twitter.com/j2zCtweg8D","['#indiafightscoronavirus', '#masks', '#lockdownonlyoption', '#covid_19india', '#coronaupdatesindia', '#coronawarriors', '#covid2019india']",[],9.55e+17,9.55e+17,vishalsingh_IND,Vishal Singh,5,23,https://twitter.com/vishalsingh_IND/status/1256287316391256064,False,1,0,1,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '954710848311738369', 'username': 'vishalsingh_IND'}]",,,,,key   compon   even   indiafightscoronaviru   avail   mask   infograph   detail   product   rose   match   challeng   lockdownonlyopt   covid   india   coronaupdatesindia   coronawarrior   covidindia  ,-1
5327,5327,5327,1.26e+18,1.26e+18,1588360000000.0,01-05-2020 23:29,530,,LOCKDOWN EXTENDED TILL MAY17TH.. #IndiaFightsCorona,['#indiafightscorona'],[],307788804.0,307788804.0,ImNaren1303,Narendra Gogineni,5,23,https://twitter.com/ImNaren1303/status/1256282093765554177,False,0,1,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '307788804', 'username': 'ImNaren1303'}]",,,,,lockdown   extend   till   mayth   indiafightscorona  ,1
5378,5378,5378,1.26e+18,1.26e+18,1588360000000.0,01-05-2020 23:21,530,,"Fear is the Indian bureaucratâs best friend. As the fear of COVID-19 grips people, an opportunity has arisenâfor the regulatory inspectors to make the country dance to their tunes. Some thoughts:  http://swatantraopinion.com/the-problematiÂ â¦

#Covid19India #IndiaFightsCoronavirus #BengalCovidMystery","['#covid19india', '#indiafightscoronavirus', '#bengalcovidmystery']",[],44329969.0,44329969.0,GSansanwal,Gaurav  Sansanwal,5,23,https://twitter.com/GSansanwal/status/1256280122430091266,False,14,1,1,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '44329969', 'username': 'GSansanwal'}, {'user_id': '1572648817', 'username': 'sushantsareen'}]",,,,,fear   indian   bureaucrat   best   friend   fear   covid   grip   peopl   opportun   arisen   regulatori   inspector   make   countri   danc   tune   thought   covidindia   indiafightscoronaviru   bengalcovidmysteri  ,-1
5379,5379,5379,1.26e+18,1.26e+18,1588360000000.0,01-05-2020 23:21,530,,"Fear is the Indian bureaucratâs best friend. As the fear of COVID-19 grips people, an opportunity has arisenâfor the regulatory inspectors to make the country dance to their tunes. Some thoughts:  http://swatantraopinion.com/the-problematiÂ â¦

#Covid19India #IndiaFightsCoronavirus #BengalCovidMystery","['#covid19india', '#indiafightscoronavirus', '#bengalcovidmystery']",[],44329969.0,44329969.0,GSansanwal,Gaurav  Sansanwal,5,23,https://twitter.com/GSansanwal/status/1256280026783215617,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '44329969', 'username': 'GSansanwal'}, {'user_id': '44425241', 'username': 'AdityaRajKaul'}]",,,,,fear   indian   bureaucrat   best   friend   fear   covid   grip   peopl   opportun   arisen   regulatori   inspector   make   countri   danc   tune   thought   covidindia   indiafightscoronaviru   bengalcovidmysteri  ,-1
5383,5383,5383,1.26e+18,1.26e+18,1588360000000.0,01-05-2020 23:21,530,,"Fear is the Indian bureaucratâs best friend. As the fear of COVID-19 grips people, an opportunity has arisenâfor the regulatory inspectors to make the country dance to their tunes. Some thoughts:  http://swatantraopinion.com/the-problematiÂ â¦

#Covid19India #IndiaFightsCoronavirus #BengalCovidMystery","['#covid19india', '#indiafightscoronavirus', '#bengalcovidmystery']",[],44329969.0,44329969.0,GSansanwal,Gaurav  Sansanwal,5,23,https://twitter.com/GSansanwal/status/1256279974736048128,False,2,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '44329969', 'username': 'GSansanwal'}, {'user_id': '79169144', 'username': 'horror06'}, {'user_id': '143776014', 'username': 'TheJaggi'}]",,,,,fear   indian   bureaucrat   best   friend   fear   covid   grip   peopl   opportun   arisen   regulatori   inspector   make   countri   danc   tune   thought   covidindia   indiafightscoronaviru   bengalcovidmysteri  ,-1
5386,5386,5386,1.26e+18,1.26e+18,1588360000000.0,01-05-2020 23:20,530,,I am proud to have contributed to India's fight against COVID-19 by donating to #PMCARES.  https://www.pmcares.gov.in/en/share_upi/52100005788240.9BF474F6B0C726C1A90106454739339DÂ â¦ Join the movement & contribute at  http://pmcares.gov.inÂ ..!  #IndiaFightsCorona https://www.pmcares.gov.in/en/share_upi/52100005788240.9BF474F6B0C726C1A90106454739339DÂ â¦,"['#pmcares', '#indiafightscorona']",[],2908233924.0,2908233924.0,gauravTour,Gaurav Sharma,5,23,https://twitter.com/gauravTour/status/1256279868372914177,False,4,0,2,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '2908233924', 'username': 'gauravTour'}]",,,,,proud   contribut   india   fight   covid   donat   pmcare   join   movement   contribut   indiafightscorona  ,1
5387,5387,5387,1.26e+18,1.26e+18,1588360000000.0,01-05-2020 23:20,530,,#covid19 #coronavirus #fightagainstcoronavirus #zone #red #green #orange #indiafightscorona #indian #staysmart #stayalive #staysafe @ India  https://www.instagram.com/p/B_p3yJuhMH2I1Uj1LRYcGvyRQSm45jn8u7311Q0/?igshid=1bufsqguy3ygfÂ â¦,"['#covid19', '#coronavirus', '#fightagainstcoronavirus', '#zone', '#red', '#green', '#orange', '#indiafightscorona', '#indian', '#staysmart', '#stayalive', '#staysafe']",[],251197118.0,251197118.0,hasanpunjabi,Hasan Punjabi,5,23,https://twitter.com/hasanpunjabi/status/1256279830242394113,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '251197118', 'username': 'hasanpunjabi'}]",,,,,covid   coronaviru   fightagainstcoronaviru   zone   red   green   orang   indiafightscorona   indian   staysmart   stayal   staysaf   india  ,-1
5395,5395,5395,1.26e+18,1.26e+18,1588360000000.0,01-05-2020 23:18,530,,@CorcInitiative is an open research strategy for fight against corona taken up by young dynamic molecular decoders for the noble cause of fighting against COVID-19. @PMOIndia @DBTIndia @ICMRDELHI @IndiaDST @CSIR_IND @CMOGuj @gbrc_gujarat #IndiaFightsCorona https://twitter.com/CorcInitiative/status/1256179007713734658Â â¦,['#indiafightscorona'],[],7.39e+17,7.39e+17,Shubham_rathod_,Shubham Rathod,5,23,https://twitter.com/Shubham_rathod_/status/1256279457805021187,False,0,1,0,https://twitter.com/CorcInitiative/status/1256179007713734658,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '738958299425583104', 'username': 'Shubham_rathod_'}, {'user_id': '1256104649418891265', 'username': 'CorcInitiative'}, {'user_id': '471741741', 'username': 'PMOIndia'}, {'user_id': '1243467265', 'username': 'DBTIndia'}, {'user_id': '2695241174', 'username': 'ICMRDELHI'}, {'user_id': '4682100312', 'username': 'IndiaDST'}, {'user_id': '3250593031', 'username': 'CSIR_IND'}, {'user_id': '765535468104585217', 'username': 'CMOGuj'}, {'user_id': '1171720387077394432', 'username': 'gbrc_gujarat'}]",,,,,open   research   strategi   fight   corona   taken   young   dynam   molecular   decod   nobl   caus   fight   covid   indiafightscorona  ,-1
5424,5424,5424,1.26e+18,1.26e+18,1588440000000.0,02-05-2020 23:54,530,,"Contact us for Cleaning Services after Lockdown to resume your WorkPlace/Shops and Continue Fight Against Covid-19. 

City:- Surat, Gujarat. 

Contact Person
Kulin Brahmbhatt
+91 97260 56740

#suratreadytofight #IndiaFightsCorona #coronavirus #surat #Gujarat #India pic.twitter.com/LqQVfA8p5i","['#suratreadytofight', '#indiafightscorona', '#coronavirus', '#surat', '#gujarat', '#india']",[],7.95e+17,7.95e+17,KulinDrew,Kulin Brahmbhatt JB,6,23,https://twitter.com/KulinDrew/status/1256650732817842178,False,2,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '795144539409354752', 'username': 'KulinDrew'}]",,,,,contact   u   clean   servic   lockdown   resum   workplac   shop   continu   fight   covid   citi   surat   gujarat   contact   person   kulin   brahmbhatt   suratreadytofight   indiafightscorona   coronaviru   surat   gujarat   india  ,1
5516,5516,5516,1.26e+18,1.26e+18,1588440000000.0,02-05-2020 23:35,530,," https://www.instagram.com/_wrap_kalaÂ 

Fo on this link to participate in the contest! 
And get this cute pom pom cushion!

#KimJongUn #earthquake #Ramayana #ArifWazir #UttarRamayan #COVID__19 #coronavirus #ContestAlert #ContestAlertIndia #IndiaFightsCoronavirus #Giveaway pic.twitter.com/yoi7rba9jc","['#kimjongun', '#earthquake', '#ramayana', '#arifwazir', '#uttarramayan', '#covid__19', '#coronavirus', '#contestalert', '#contestalertindia', '#indiafightscoronavirus', '#giveaway']",[],1.2e+18,1.2e+18,KalakarDesigns,Kalakar Gift Studio,6,23,https://twitter.com/KalakarDesigns/status/1256646064372879360,False,3,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1204746126710075392', 'username': 'KalakarDesigns'}]",,,,,fo   link   particip   contest   get   cute   pom   pom   cushion   kimjongun   earthquak   ramayana   arifwazir   uttarramayan   covid   coronaviru   contestalert   contestalertindia   indiafightscoronaviru   giveaway  ,-1
5556,5556,5556,1.26e+18,1.26e+18,1588440000000.0,02-05-2020 23:29,530,,"Today evening 300 #Packets of #Essential Food_Materials like 5kg Rice,1kg Pulses,2kg Potato,1lt oil,Soap and Soyabean #packaging ready for distribution #to support the people affected by lockdown at #Kmc 69ward ,Ballygunge@South kolkata
#Food4All #Help4All
#IndiaFightsCoronaVirus pic.twitter.com/U1nU3hXlAN","['#packets', '#essential', '#packaging', '#to', '#kmc', '#food4all', '#help4all', '#indiafightscoronavirus']",[],757566613.0,757566613.0,mishrakaushal68,Kaushal Pd. Mishra,6,23,https://twitter.com/mishrakaushal68/status/1256644528234102784,False,3,0,3,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '757566613', 'username': 'mishrakaushal68'}]",,,,,today   even   packet   essenti   food   materi   like   kg   rice   kg   puls   kg   potato   lt   oil   soap   soyabean   packag   readi   distribut   support   peopl   affect   lockdown   kmc   ward   ballygung   south   kolkata   foodal   helpal   indiafightscoronaviru  ,1
5596,5596,5596,1.26e+18,1.26e+18,1588440000000.0,02-05-2020 23:21,530,,"This from the CM of a state that reported 384 new cases of #COVID, highest in a day so far, today. Three more people have died and 86 have recovered. 4122 total cases in Delhi  as on Saturday. 

#IndiaFightsCorona https://twitter.com/sardesairajdeep/status/1256567863051198465Â â¦","['#covid', '#indiafightscorona']",[],132261545.0,132261545.0,The_NehaJoshi,Neha Joshi,6,23,https://twitter.com/The_NehaJoshi/status/1256642372567306240,False,136,8,26,https://twitter.com/sardesairajdeep/status/1256567863051198465,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '132261545', 'username': 'The_NehaJoshi'}]",,,,,cm   state   report   new   case   covid   highest   day   far   today   three   peopl   die   recov   total   case   delhi   saturday   indiafightscorona  ,1
